environment | time (second),E | Na (millimolar),E | E (millimolar),E | E' (millimolar/second),E_ | E_ (millimolar),E_ | E_' (millimolar/second),ECl | ECl (millimolar),ECl | ECl' (millimolar/second),ECl_ | ECl_ (millimolar),ECl_ | ECl_' (millimolar/second),ED | ED (millimolar),ED | ED' (millimolar/second),ED_ | ED_ (millimolar),ED_ | ED_' (millimolar/second),ENa | ENa (millimolar),ENa | ENa' (millimolar/second),ENa_ | ENa_ (millimolar),ENa_ | ENa_' (millimolar/second),ENaCl | ENaCl (millimolar),ENaCl | ENaCl' (millimolar/second),ENaCl_ | ENaCl_ (millimolar),ENaCl_ | ENaCl_' (millimolar/second),ENaD | ENaD (millimolar),ENaD | ENaD' (millimolar/second),ENaD_ | ENaD_ (millimolar),ENaD_ | ENaD_' (millimolar/second),reaction_constants | Cl (millimolar),reaction_constants | Cl_ (millimolar),reaction_constants | D (millimolar),reaction_constants | D_ (millimolar),reaction_constants | k1 (second_order_rate_constant),reaction_constants | k10 (first_order_rate_constant),reaction_constants | k11 (second_order_rate_constant),reaction_constants | k12 (first_order_rate_constant),reaction_constants | k13 (second_order_rate_constant),reaction_constants | k14 (first_order_rate_constant),reaction_constants | k15 (second_order_rate_constant),reaction_constants | k16 (first_order_rate_constant),reaction_constants | k17 (first_order_rate_constant),reaction_constants | k18 (first_order_rate_constant),reaction_constants | k19 (first_order_rate_constant),reaction_constants | k2 (first_order_rate_constant),reaction_constants | k20 (first_order_rate_constant),reaction_constants | k21 (second_order_rate_constant),reaction_constants | k22 (first_order_rate_constant),reaction_constants | k23 (second_order_rate_constant),reaction_constants | k24 (first_order_rate_constant),reaction_constants | k25 (second_order_rate_constant),reaction_constants | k26 (first_order_rate_constant),reaction_constants | k27 (second_order_rate_constant),reaction_constants | k28 (first_order_rate_constant),reaction_constants | k29 (second_order_rate_constant),reaction_constants | k3 (second_order_rate_constant),reaction_constants | k30 (first_order_rate_constant),reaction_constants | k31 (second_order_rate_constant),reaction_constants | k32 (first_order_rate_constant),reaction_constants | k4 (first_order_rate_constant),reaction_constants | k5 (second_order_rate_constant),reaction_constants | k6 (first_order_rate_constant),reaction_constants | k7 (second_order_rate_constant),reaction_constants | k8 (first_order_rate_constant),reaction_constants | k9 (second_order_rate_constant),reaction_constants | Na (millimolar),reaction_constants | Na_ (millimolar)
0.04,0.00401967,0.00401967,0.00763898,0.022303,0.0425685,0.00776951,0.0147639,0.0179395,0.0342413,0.00359741,-0.114429,0.0202429,-0.00201118,0.0478423,0.0908994,0.0538544,0.102807,0.431173,0.819252,0.202481,0.386535,0.0430004,-1.36779,0.145737,-0.0144794,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.041,0.00402719,0.00402719,0.00740149,0.022345,0.041245,0.00778404,0.0143049,0.0179732,0.0331767,0.00348478,-0.110833,0.0202409,-0.00200914,0.0479318,0.0880734,0.0539556,0.0996104,0.43198,0.793782,0.202861,0.374517,0.0416541,-1.3248,0.145723,-0.0144647,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.042,0.00403448,0.00403448,0.00717146,0.0223856,0.0399631,0.00779813,0.0138603,0.0180058,0.0321456,0.00337569,-0.10735,0.0202389,-0.00200716,0.0480185,0.0853362,0.0540537,0.0965145,0.432761,0.769113,0.20323,0.362877,0.0403501,-1.28317,0.145708,-0.0144504,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.043,0.00404154,0.00404154,0.00694865,0.0224249,0.0387215,0.00781177,0.0134297,0.0180375,0.0311468,0.00327002,-0.103977,0.0202369,-0.00200523,0.0481025,0.0826849,0.0541487,0.0935157,0.433518,0.745217,0.203587,0.351602,0.0390871,-1.24285,0.145694,-0.0144365,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.044,0.00404838,0.00404838,0.00673284,0.022463,0.0375188,0.00782499,0.0130126,0.0180682,0.0301794,0.00316768,-0.100709,0.0202349,-0.00200335,0.0481839,0.0801169,0.0542408,0.0906112,0.434252,0.722072,0.203933,0.340681,0.0378637,-1.20379,0.145679,-0.014423,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.045,0.00405501,0.00405501,0.00652382,0.0225,0.036354,0.0078378,0.0126086,0.0180979,0.0292424,0.00306855,-0.0975442,0.0202329,-0.00200152,0.0482628,0.0776297,0.05433,0.087798,0.434963,0.699655,0.204269,0.330104,0.0366788,-1.16596,0.145665,-0.0144098,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.046,0.00406143,0.00406143,0.00632138,0.0225357,0.0352258,0.00785022,0.0122173,0.0181267,0.0283349,0.00297254,-0.094479,0.0202309,-0.00199974,0.0483392,0.0752207,0.0544164,0.0850733,0.435651,0.677944,0.204594,0.31986,0.0355312,-1.12932,0.145651,-0.014397,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.047,0.00406765,0.00406765,0.00612529,0.0225704,0.034133,0.00786224,0.0118384,0.0181545,0.0274559,0.00287955,-0.0915101,0.0202289,-0.00199801,0.0484133,0.0728874,0.0545002,0.0824342,0.436319,0.656914,0.204909,0.309938,0.0344197,-1.09383,0.145636,-0.0143845,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.048,0.00407368,0.00407368,0.00593537,0.022604,0.0330746,0.0078739,0.0114713,0.0181816,0.0266046,0.00278948,-0.0886345,0.0202269,-0.00199632,0.048485,0.0706274,0.0545813,0.0798781,0.436966,0.636546,0.205214,0.300327,0.0333431,-1.05946,0.145622,-0.0143724,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.049,0.00407952,0.00407952,0.00575141,0.0226366,0.0320495,0.00788519,0.0111158,0.0182078,0.02578,0.00270224,-0.0858493,0.0202249,-0.00199467,0.0485546,0.0684385,0.0546599,0.0774023,0.437592,0.616818,0.205509,0.291018,0.0323003,-1.02617,0.145607,-0.0143605,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.05,0.00408519,0.00408519,0.00557324,0.0226681,0.0310566,0.00789613,0.0107714,0.0182331,0.0249813,0.00261775,-0.0831517,0.0202229,-0.00199307,0.0486219,0.0663184,0.0547361,0.0750044,0.438199,0.59771,0.205796,0.282003,0.0312903,-0.993924,0.145593,-0.014349,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.051,0.00409067,0.00409067,0.00540067,0.0226987,0.0300949,0.00790674,0.0104379,0.0182577,0.0242078,0.00253591,-0.0805389,0.0202209,-0.00199151,0.0486872,0.0642649,0.05481,0.0726818,0.438788,0.579203,0.206074,0.27327,0.0303121,-0.962693,0.145579,-0.0143377,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.052,0.00409599,0.00409599,0.00523353,0.0227283,0.0291635,0.00791701,0.0101149,0.0182816,0.0234585,0.00245665,-0.0780082,0.0202189,-0.00198998,0.0487505,0.062276,0.0548815,0.0704323,0.439358,0.561277,0.206343,0.264813,0.0293647,-0.932444,0.145564,-0.0143267,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.053,0.00410114,0.00410114,0.00507164,0.022757,0.0282613,0.00792697,0.00980198,0.0183047,0.0227328,0.00237988,-0.0755571,0.0202169,-0.0019885,0.0488118,0.0603497,0.0549509,0.0682535,0.439911,0.543915,0.206603,0.256621,0.028447,-0.903145,0.14555,-0.0143161,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.054,0.00410613,0.00410613,0.00491484,0.0227849,0.0273875,0.00793662,0.00949893,0.018327,0.0220299,0.00230551,-0.073183,0.0202149,-0.00198705,0.0488712,0.0584838,0.0550181,0.0661431,0.440446,0.527099,0.206856,0.248686,0.0275581,-0.874767,0.145536,-0.0143056,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.055,0.00411097,0.00411097,0.00476296,0.0228118,0.0265411,0.00794597,0.00920539,0.0183487,0.0213491,0.00223349,-0.0708835,0.0202129,-0.00198564,0.0489288,0.0566765,0.0550832,0.064099,0.440965,0.51081,0.207101,0.241,0.0266972,-0.84728,0.145521,-0.0142955,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.056,0.00411566,0.00411566,0.00461586,0.022838,0.0257213,0.00795503,0.00892109,0.0183697,0.0206897,0.00216373,-0.0686563,0.0202109,-0.00198426,0.0489846,0.0549261,0.0551463,0.0621192,0.441468,0.495034,0.207338,0.233557,0.0258634,-0.820658,0.145507,-0.0142856,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.057,0.00412021,0.00412021,0.00447338,0.0228633,0.0249273,0.00796381,0.00864571,0.0183901,0.020051,0.00209616,-0.066499,0.020209,-0.00198292,0.0490387,0.0532307,0.0552074,0.0602015,0.441955,0.479754,0.207568,0.226347,0.0250557,-0.794872,0.145493,-0.0142759,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.058,0.00412461,0.00412461,0.00433537,0.0228878,0.0241582,0.00797233,0.00837899,0.0184099,0.0194324,0.00203071,-0.0644095,0.020207,-0.00198161,0.0490911,0.0515885,0.0552667,0.0583442,0.442427,0.464953,0.207791,0.219363,0.0242734,-0.769896,0.145479,-0.0142665,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.059,0.00412888,0.00412888,0.0042017,0.0229116,0.0234133,0.00798057,0.00812064,0.018429,0.0188332,0.00196732,-0.0623857,0.020205,-0.00198033,0.0491418,0.0499979,0.0553241,0.0565451,0.442885,0.450617,0.208007,0.212599,0.0235157,-0.745705,0.145464,-0.0142573,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.06,0.00413301,0.00413301,0.00407222,0.0229347,0.0226918,0.00798857,0.00787041,0.0184475,0.0182528,0.00190592,-0.0604254,0.020203,-0.00197908,0.0491911,0.0484572,0.0553798,0.0548025,0.443329,0.436732,0.208216,0.206047,0.0227818,-0.722273,0.14545,-0.0142483,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.061,0.00413702,0.00413702,0.00394682,0.022957,0.0219929,0.00799632,0.00762804,0.0184655,0.0176907,0.00184645,-0.0585267,0.020201,-0.00197787,0.0492388,0.046965,0.0554337,0.0531147,0.443759,0.423283,0.208419,0.199702,0.0220709,-0.699578,0.145436,-0.0142395,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.062,0.00414091,0.00414091,0.00382535,0.0229786,0.021316,0.00800383,0.00739328,0.0184829,0.0171462,0.00178885,-0.0566877,0.0201991,-0.00197668,0.049285,0.0455196,0.055486,0.0514799,0.444175,0.410256,0.208615,0.193555,0.0213824,-0.677596,0.145422,-0.014231,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.063,0.00414467,0.00414467,0.0037077,0.0229996,0.0206604,0.00801111,0.0071659,0.0184998,0.0166188,0.00173306,-0.0549064,0.0201971,-0.00197552,0.0493298,0.0441196,0.0555367,0.0498965,0.444579,0.397638,0.208806,0.187602,0.0207155,-0.656304,0.145407,-0.0142226,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.064,0.00414833,0.00414833,0.00359375,0.02302,0.0200253,0.00801816,0.00694566,0.0185162,0.016108,0.00167902,-0.0531811,0.0201951,-0.00197438,0.0493733,0.0427636,0.0555858,0.0483628,0.444971,0.385417,0.208991,0.181835,0.0200696,-0.635681,0.145393,-0.0142144,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.065,0.00415186,0.00415186,0.00348337,0.0230397,0.0194102,0.008025,0.00673233,0.018532,0.0156132,0.00162668,-0.05151,0.0201931,-0.00197328,0.0494154,0.0414502,0.0556335,0.0468773,0.44535,0.37358,0.20917,0.17625,0.0194439,-0.615707,0.145379,-0.0142065,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.066,0.00415529,0.00415529,0.00337646,0.0230588,0.0188144,0.00803163,0.00652571,0.0185474,0.015134,0.00157598,-0.0498914,0.0201912,-0.00197219,0.0494562,0.0401781,0.0556796,0.0454384,0.445718,0.362114,0.209343,0.17084,0.0188379,-0.596359,0.145365,-0.0141987,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.067,0.00415862,0.00415862,0.00327292,0.0230773,0.0182374,0.00803805,0.00632559,0.0185623,0.0146698,0.00152688,-0.0483237,0.0201892,-0.00197113,0.0494957,0.0389459,0.0557244,0.0440448,0.446075,0.351009,0.209511,0.1656,0.018251,-0.57762,0.145351,-0.014191,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.068,0.00416184,0.00416184,0.00317262,0.0230953,0.0176785,0.00804428,0.00613175,0.0185767,0.0142202,0.00147932,-0.0468052,0.0201872,-0.0019701,0.0495341,0.0377525,0.0557677,0.042695,0.44642,0.340253,0.209674,0.160525,0.0176825,-0.55947,0.145336,-0.0141836,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.069,0.00416496,0.00416496,0.00307548,0.0231127,0.0171371,0.00805032,0.005944,0.0185907,0.0137848,0.00143325,-0.0453345,0.0201852,-0.00196909,0.0495713,0.0365966,0.0558098,0.0413875,0.446755,0.329835,0.209833,0.15561,0.0171318,-0.54189,0.145322,-0.0141763,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.07,0.00416799,0.00416799,0.00298139,0.0231296,0.0166128,0.00805617,0.00576215,0.0186043,0.013363,0.00138863,-0.04391,0.0201833,-0.0019681,0.0496073,0.0354769,0.0558505,0.0401212,0.44708,0.319744,0.209986,0.150848,0.0165985,-0.524862,0.145308,-0.0141692,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.071,0.00417093,0.00417093,0.00289026,0.0231459,0.0161049,0.00806185,0.00558602,0.0186175,0.0129545,0.00134542,-0.0425302,0.0201813,-0.00196713,0.0496422,0.0343925,0.05589,0.0388946,0.447395,0.30997,0.210134,0.146237,0.016082,-0.50837,0.145294,-0.0141622,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.072,0.00417377,0.00417377,0.00280198,0.0231618,0.015613,0.00806735,0.00541541,0.0186302,0.0125588,0.00130356,-0.0411938,0.0201793,-0.00196619,0.0496761,0.0333421,0.0559283,0.0377066,0.4477,0.300504,0.210278,0.14177,0.0155816,-0.492396,0.14528,-0.0141554,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.073,0.00417653,0.00417653,0.00271649,0.0231772,0.0151365,0.00807268,0.00525018,0.0186426,0.0121755,0.00126302,-0.0398995,0.0201774,-0.00196526,0.0497089,0.0323248,0.0559654,0.0365559,0.447996,0.291334,0.210418,0.137444,0.015097,-0.476924,0.145265,-0.0141488,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.074,0.00417921,0.00417921,0.00263368,0.0231921,0.0146751,0.00807785,0.00509014,0.0186546,0.0118043,0.00122375,-0.0386458,0.0201754,-0.00196436,0.0497407,0.0313395,0.0560014,0.0354415,0.448283,0.282454,0.210553,0.133254,0.0146277,-0.461939,0.145251,-0.0141422,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.075,0.0041818,0.0041818,0.00255348,0.0232065,0.0142282,0.00808286,0.00493514,0.0186662,0.0114448,0.00118572,-0.0374317,0.0201734,-0.00196347,0.0497716,0.0303851,0.0560363,0.0343621,0.448561,0.273853,0.210684,0.129195,0.0141731,-0.447426,0.145237,-0.0141359,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.076,0.00418431,0.00418431,0.00247581,0.0232205,0.0137953,0.00808772,0.00478501,0.0186775,0.0110966,0.00114889,-0.0362557,0.0201715,-0.0019626,0.0498015,0.0294608,0.0560702,0.0333167,0.448831,0.265522,0.210812,0.125265,0.0137328,-0.433369,0.145223,-0.0141296,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.077,0.00418675,0.00418675,0.00240057,0.0232341,0.013376,0.00809243,0.00463961,0.0186884,0.0107594,0.00111321,-0.0351167,0.0201695,-0.00196175,0.0498305,0.0285656,0.056103,0.0323041,0.449092,0.257454,0.210935,0.121458,0.0133064,-0.419755,0.145209,-0.0141235,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.078,0.00418911,0.00418911,0.0023277,0.0232473,0.0129699,0.008097,0.00449877,0.018699,0.0104327,0.00107866,-0.0340135,0.0201676,-0.00196092,0.0498586,0.0276985,0.0561348,0.0313234,0.449345,0.249639,0.211054,0.11777,0.0128933,-0.406568,0.145195,-0.0141175,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.079,0.00419141,0.00419141,0.00225712,0.02326,0.0125766,0.00810143,0.00436236,0.0187093,0.0101164,0.00104519,-0.0329449,0.0201656,-0.0019601,0.0498859,0.0268586,0.0561656,0.0303734,0.449591,0.242069,0.21117,0.114199,0.0124933,-0.393796,0.145181,-0.0141116,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.08,0.00419363,0.00419363,0.00218875,0.0232724,0.0121956,0.00810572,0.00423022,0.0187192,0.00980988,0.00101277,-0.0319099,0.0201636,-0.0019593,0.0499124,0.0260451,0.0561955,0.0294533,0.44983,0.234737,0.211283,0.110739,0.0121058,-0.381424,0.145167,-0.0141058,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.081,0.00419578,0.00419578,0.00212253,0.0232844,0.0118265,0.00810989,0.00410223,0.0187289,0.00951301,0.000981367,-0.0309073,0.0201617,-0.00195852,0.049938,0.025257,0.0562245,0.028562,0.450061,0.227634,0.211392,0.107388,0.0117304,-0.369439,0.145153,-0.0141002,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.082,0.00419787,0.00419787,0.00205839,0.0232961,0.0114691,0.00811392,0.00397827,0.0187382,0.00922551,0.000950955,-0.0299364,0.0201597,-0.00195775,0.0499629,0.0244938,0.0562526,0.0276988,0.450285,0.220756,0.211498,0.104142,0.0113669,-0.357834,0.145138,-0.0140946,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
0.083,0.0041999,0.0041999,0.00199627,0.0233074,0.0111229,0.00811784,0.00385821,0.0187473,0.00894704,0.000921498,-0.0289959,0.0201578,-0.00195699,0.049987,0.0237546,0.0562799,0.0268627,0.450502,0.214094,0.2116,0.100999,0.0110148,-0.346592,0.145124,-0.0140892,96,40,1.00E-06,1.00E-06,100000,418300,100000,4.98E+06,100000,1.07E+06,100000,89400,458700,100000,1000,418300,218,100000,418300,100000,31.92,100000,31.92,100000,138900,100000,100000,0.3514,100000,0.1166,4.93E+06,100000,1.07E+06,100000,89400,100000,50,10
